Student_ID,Student_Age,Sex,High_School_Type,Scholarship,Additional_Work,Sports_activity,Transportation,Weekly_Study_Hours,Attendance,Reading,Notes,Listening_in_Class,Project_work,Grade
STUDENT577,18,Male,State,75%,No,No,Bus,2,Always,No,No,Yes,Yes,DD
STUDENT578,19-22,Male,State,50%,No,No,Private,2,Never,No,No,No,Yes,AA
STUDENT579,19-22,Male,State,50%,Yes,No,Bus,0,Always,Yes,Yes,Yes,No,BB
STUDENT580,19-22,Female,State,50%,Yes,No,Private,2,Always,Yes,Yes,Yes,No,AA
STUDENT581,19-22,Male,State,75%,Yes,No,Bus,2,Always,Yes,No,Yes,No,DD
STUDENT582,18,Female,Private,100%,No,No,Private,12,Always,Yes,No,Yes,No,BB
STUDENT583,23-27,Male,Other,50%,Yes,No,Bus,12,Always,No,Yes,No,No,DD
STUDENT584,18,Male,Private,25%,No,No,Bus,2,Sometimes,No,No,No,Yes,DD
STUDENT585,18,Male,Private,50%,No,Yes,Bus,0,Sometimes,No,Yes,No,Yes,DD
STUDENT586,19-22,Male,Other,50%,Yes,No,Private,0,Always,Yes,Yes,No,No,AA
STUDENT587,19-22,Male,State,50%,No,No,Bus,2,Sometimes,Yes,Yes,Yes,Yes,AA
STUDENT588,18,Female,Private,50%,Yes,No,Bus,2,Always,No,Yes,No,No,AA
STUDENT589,19-22,Female,Other,50%,Yes,No,Private,0,Sometimes,No,Yes,Yes,Yes,BA
STUDENT590,23-27,Male,State,50%,Yes,No,Private,0,Always,No,Yes,No,No,BB
STUDENT591,19-22,Female,State,50%,Yes,No,Bus,0,Always,Yes,Yes,No,No,BA
STUDENT592,19-22,Male,State,100%,Yes,Yes,Bus,0,Always,No,Yes,Yes,No,DC
STUDENT593,19-22,Male,State,50%,No,No,Bus,0,Always,Yes,No,No,No,DC
STUDENT594,18,Female,Other,75%,No,No,Private,0,Always,No,Yes,Yes,No,DC
STUDENT595,19-22,Male,State,100%,No,No,Private,0,Always,Yes,No,Yes,Yes,BA
STUDENT596,23-27,Female,Private,50%,No,Yes,Private,0,Always,No,Yes,No,Yes,AA
STUDENT597,19-22,Male,State,50%,No,No,Private,2,Never,No,No,No,Yes,AA
STUDENT598,18,Male,State,100%,No,Yes,Private,0,Always,Yes,No,Yes,Yes,BA
STUDENT599,18,Male,Private,75%,No,No,Private,2,Never,Yes,No,Yes,Yes,BA
STUDENT600,18,Female,Private,75%,Yes,Yes,Private,8,Sometimes,No,Yes,No,Yes,Fail
STUDENT601,19-22,Female,State,50%,No,Yes,Private,2,Always,Yes,Yes,Yes,No,CC
STUDENT602,18,Female,Private,100%,No,Yes,Private,0,Always,No,Yes,No,No,BB
STUDENT603,19-22,Male,State,50%,No,Yes,Private,0,Always,Yes,Yes,Yes,No,CC
STUDENT604,18,Female,Private,100%,No,No,Private,12,Always,Yes,No,Yes,No,BB
STUDENT605,18,Female,Private,100%,No,Yes,Private,0,Always,No,No,Yes,Yes,BA
STUDENT606,19-22,Male,State,50%,No,No,Bus,0,Always,Yes,Yes,No,No,CC
STUDENT607,23-27,Male,Other,50%,Yes,No,Bus,12,Always,No,Yes,No,No,DD
STUDENT608,18,Female,State,75%,No,No,Private,0,Never,No,Yes,Yes,No,CC
STUDENT609,18,Male,State,50%,No,No,Bus,12,Always,Yes,No,No,No,BA
STUDENT610,18,Male,State,75%,No,No,Private,0,Always,Yes,No,No,No,DD
STUDENT611,18,Male,State,50%,No,No,Bus,0,Always,No,No,Yes,Yes,DD
STUDENT612,19-22,Male,State,50%,Yes,Yes,Bus,2,Sometimes,No,No,Yes,Yes,AA
STUDENT613,18,Male,Private,75%,No,No,Private,2,Never,Yes,No,Yes,Yes,BA
STUDENT614,18,Male,State,75%,Yes,No,Private,0,Always,No,No,Yes,No,DC
STUDENT615,23-27,Male,State,50%,Yes,No,Private,0,Always,No,Yes,No,No,BB
STUDENT616,19-22,Male,Other,75%,No,No,Private,0,Never,No,No,Yes,Yes,CC
STUDENT617,19-22,Female,State,75%,Yes,Yes,Private,0,Always,Yes,Yes,Yes,No,CB
STUDENT618,19-22,Female,State,50%,No,Yes,Bus,0,Sometimes,No,No,Yes,Yes,DC
STUDENT619,19-22,Female,Other,50%,Yes,Yes,Private,0,Always,Yes,Yes,No,No,CB
STUDENT620,19-22,Female,State,75%,Yes,Yes,Private,0,Always,Yes,Yes,Yes,No,CB
STUDENT621,19-22,Male,Other,75%,No,No,Private,0,Never,No,No,Yes,Yes,CC
STUDENT622,18,Male,State,75%,Yes,Yes,Private,0,Always,Yes,No,No,No,DD
STUDENT623,19-22,Male,State,50%,No,No,Bus,2,Sometimes,Yes,Yes,Yes,Yes,AA
STUDENT624,19-22,Female,State,50%,Yes,No,Bus,0,Sometimes,Yes,Yes,Yes,Yes,CB
STUDENT625,18,Female,Private,100%,No,Yes,Private,0,Always,No,Yes,No,No,BB
STUDENT626,23-27,Male,State,50%,No,No,Bus,0,Never,No,No,No,No,BB
STUDENT627,18,Female,Private,100%,No,Yes,Private,0,Sometimes,No,Yes,Yes,Yes,CB
STUDENT628,18,Female,Private,100%,No,Yes,Private,0,Always,Yes,No,No,Yes,BA
STUDENT629,18,Female,Private,100%,No,No,Private,12,Always,Yes,No,Yes,No,BB
STUDENT630,19-22,Male,State,75%,No,No,Private,0,Always,No,Yes,Yes,No,DC
STUDENT631,18,Female,State,100%,No,Yes,Private,0,Always,Yes,No,No,No,AA
STUDENT632,19-22,Male,Other,50%,No,No,Private,12,Always,Yes,Yes,No,Yes,DD
STUDENT633,19-22,Female,State,75%,Yes,No,Private,0,Always,Yes,No,Yes,No,CC
STUDENT634,19-22,Female,State,50%,Yes,No,Bus,0,Always,Yes,Yes,No,No,BA
STUDENT635,19-22,Male,State,50%,No,No,Private,2,Always,Yes,No,Yes,Yes,BA
STUDENT636,19-22,Female,State,50%,Yes,No,Private,2,Always,Yes,Yes,Yes,No,AA
STUDENT637,18,Female,State,100%,Yes,Yes,Private,0,Always,No,Yes,Yes,No,BA
STUDENT638,19-22,Male,State,50%,No,Yes,Private,0,Never,No,Yes,No,Yes,AA
STUDENT639,19-22,Female,State,100%,Yes,Yes,Private,8,Always,Yes,Yes,Yes,Yes,BA
STUDENT640,19-22,Male,State,50%,No,No,Private,2,Never,No,Yes,No,Yes,BA
STUDENT641,19-22,Male,State,75%,No,No,Private,0,Always,Yes,Yes,Yes,No,BB
STUDENT642,19-22,Male,State,50%,No,No,Bus,0,Always,Yes,No,No,No,DC
STUDENT643,23-27,Female,Private,50%,No,Yes,Private,0,Always,No,Yes,No,Yes,AA
STUDENT644,19-22,Female,State,75%,Yes,Yes,Bus,12,Sometimes,No,Yes,No,Yes,CB
STUDENT645,18,Female,State,50%,Yes,Yes,Bus,2,Sometimes,No,Yes,Yes,Yes,BA
STUDENT646,18,Female,Private,100%,No,Yes,Private,0,Sometimes,No,Yes,Yes,Yes,CB
STUDENT647,18,Male,Private,75%,No,No,Bus,12,Always,No,Yes,Yes,No,DD
STUDENT648,18,Female,Private,100%,No,Yes,Private,0,Sometimes,No,Yes,Yes,Yes,CB
STUDENT649,19-22,Male,State,50%,No,No,Private,2,Always,Yes,No,Yes,No,BA
STUDENT650,18,Male,Other,100%,Yes,Yes,Bus,0,Sometimes,No,No,No,Yes,CC
STUDENT651,18,Male,State,50%,No,No,Private,0,Always,Yes,No,No,No,DD
STUDENT652,19-22,Female,State,50%,No,No,Private,12,Sometimes,Yes,No,Yes,No,BA
STUDENT653,19-22,Female,State,50%,Yes,Yes,Bus,0,Sometimes,Yes,Yes,Yes,No,Fail
STUDENT654,19-22,Male,State,50%,No,No,Bus,2,Sometimes,Yes,Yes,Yes,Yes,AA
STUDENT655,18,Male,State,100%,Yes,No,Bus,0,Never,No,No,Yes,No,AA
STUDENT656,19-22,Male,Private,50%,No,No,Bus,12,Always,Yes,No,Yes,Yes,AA
STUDENT657,19-22,Male,State,100%,Yes,Yes,Bus,0,Always,No,Yes,Yes,No,DC
STUDENT658,19-22,Female,State,50%,No,No,Private,12,Sometimes,Yes,No,Yes,No,BA
STUDENT659,18,Male,State,100%,No,No,Bus,0,Never,No,No,No,No,AA
STUDENT660,19-22,Female,State,75%,No,No,Bus,0,Always,Yes,No,No,Yes,CC
STUDENT661,19-22,Male,Other,50%,Yes,No,Private,0,Always,Yes,Yes,No,No,AA
STUDENT662,18,Female,Private,100%,No,Yes,Private,0,Always,No,Yes,No,No,BB
STUDENT663,18,Female,Private,75%,Yes,Yes,Private,8,Sometimes,No,Yes,No,Yes,Fail
STUDENT664,19-22,Male,State,50%,No,No,Private,0,Always,Yes,No,No,No,DC
STUDENT665,18,Male,State,50%,No,No,Bus,8,Always,Yes,No,Yes,No,BB
STUDENT666,19-22,Female,State,50%,Yes,No,Bus,0,Always,Yes,Yes,No,No,BA
STUDENT667,18,Male,Private,25%,No,No,Bus,2,Sometimes,No,No,No,Yes,DD
STUDENT668,19-22,Male,Other,50%,No,No,Bus,0,Always,Yes,Yes,Yes,Yes,AA
STUDENT669,18,Male,State,50%,No,Yes,Bus,0,Always,No,Yes,Yes,Yes,DC
STUDENT670,19-22,Male,State,50%,No,No,Bus,0,Always,No,Yes,No,No,BB
STUDENT671,19-22,Male,State,50%,No,No,Bus,0,Always,Yes,Yes,No,No,CC
STUDENT672,19-22,Female,Private,50%,Yes,Yes,Bus,2,Sometimes,No,No,Yes,Yes,AA
STUDENT673,23-27,Male,State,50%,Yes,No,Bus,8,Always,No,Yes,Yes,No,BB
STUDENT674,18,Male,State,,Yes,No,Bus,0,Always,No,Yes,No,No,CB
STUDENT675,18,Male,State,75%,No,Yes,Private,0,Always,No,No,No,Yes,DD
STUDENT676,19-22,Male,State,50%,No,No,Private,0,Never,No,No,Yes,Yes,BB
STUDENT677,19-22,Male,State,50%,No,No,Bus,0,Always,No,Yes,Yes,Yes,BB
STUDENT678,19-22,Female,State,50%,No,No,Private,12,Sometimes,Yes,No,Yes,No,BA
STUDENT679,19-22,Female,State,50%,Yes,No,Bus,0,Sometimes,Yes,Yes,Yes,Yes,CB
STUDENT680,19-22,Male,State,50%,No,No,Bus,0,Always,No,Yes,No,No,BB
STUDENT681,18,Male,Private,75%,No,No,Private,12,Always,Yes,Yes,No,No,AA
STUDENT682,19-22,Male,Other,50%,Yes,No,Private,0,Always,Yes,Yes,No,No,AA
STUDENT683,18,Female,State,50%,Yes,Yes,Bus,2,Sometimes,No,Yes,Yes,Yes,BA
STUDENT684,19-22,Female,Other,50%,Yes,No,Private,0,Sometimes,No,Yes,Yes,Yes,BA
STUDENT685,18,Male,State,75%,No,Yes,Private,0,Never,No,No,No,Yes,DD
STUDENT686,19-22,Male,State,50%,No,No,Bus,0,Always,Yes,Yes,No,No,CC
STUDENT687,18,Female,Private,75%,Yes,Yes,Bus,12,Sometimes,No,Yes,No,Yes,BB
STUDENT688,23-27,Male,State,50%,Yes,No,Bus,8,Always,No,Yes,Yes,No,BB
STUDENT689,19-22,Female,State,100%,No,No,Private,0,Always,Yes,No,No,Yes,AA
STUDENT690,18,Male,Private,50%,Yes,No,Private,0,Always,Yes,Yes,Yes,No,AA
STUDENT691,18,Male,Private,25%,No,No,Bus,2,Sometimes,No,No,No,Yes,DD
STUDENT692,18,Female,State,50%,Yes,Yes,Private,0,Always,Yes,Yes,Yes,No,BB
STUDENT693,19-22,Female,Private,100%,No,Yes,Private,2,Sometimes,Yes,Yes,No,Yes,DC
STUDENT694,19-22,Female,State,100%,No,No,Private,0,Always,Yes,No,No,Yes,AA
STUDENT695,23-27,Male,State,50%,Yes,No,Bus,8,Always,No,Yes,Yes,No,BB
STUDENT696,19-22,Female,State,100%,Yes,Yes,Private,8,Always,Yes,Yes,Yes,Yes,BA
STUDENT697,18,Male,State,75%,No,No,Private,0,Always,No,Yes,Yes,Yes,CC
STUDENT698,19-22,Male,State,50%,No,No,Private,2,Never,No,No,No,Yes,AA
STUDENT699,19-22,Male,State,50%,No,No,Private,2,Never,No,Yes,No,Yes,BA
STUDENT700,18,Male,State,75%,No,Yes,Private,0,Always,No,No,No,Yes,DD
STUDENT701,19-22,Male,State,50%,No,No,Private,0,Always,Yes,No,No,Yes,BA
STUDENT702,19-22,Male,State,50%,Yes,Yes,Bus,2,Sometimes,No,No,Yes,Yes,AA
STUDENT703,19-22,Female,State,100%,Yes,Yes,Private,8,Always,Yes,Yes,Yes,Yes,BA
STUDENT704,23-27,Male,State,75%,Yes,Yes,Private,12,Never,No,No,Yes,Yes,BA
STUDENT705,18,Male,State,100%,No,Yes,Bus,0,Never,No,Yes,No,No,AA
STUDENT706,18,Male,Private,50%,Yes,No,Private,0,Always,Yes,Yes,Yes,No,AA
STUDENT707,19-22,Male,State,100%,No,No,Private,0,Always,Yes,No,Yes,Yes,BA
STUDENT708,18,Female,State,100%,No,Yes,Private,0,Always,Yes,No,No,No,AA
STUDENT709,18,Male,State,100%,No,No,Private,2,Always,Yes,Yes,Yes,No,CB
STUDENT710,18,Female,State,100%,Yes,Yes,Private,0,Always,No,Yes,Yes,No,BA
STUDENT711,18,Male,State,50%,No,No,Bus,0,Always,Yes,No,Yes,No,CB
STUDENT712,19-22,Male,State,50%,No,No,Private,2,Always,Yes,No,Yes,No,BA
STUDENT713,18,Female,Private,100%,No,No,Private,12,Always,Yes,No,Yes,No,BB
STUDENT714,18,Female,Private,75%,No,No,Private,0,Always,Yes,No,No,No,Fail
STUDENT715,19-22,Male,State,50%,No,No,Private,2,Always,Yes,No,Yes,No,BA
STUDENT716,19-22,Male,Other,50%,Yes,Yes,Private,12,Always,No,No,No,No,AA
STUDENT717,18,Female,Private,100%,No,Yes,Private,0,Always,Yes,No,No,Yes,BA
STUDENT718,19-22,Male,State,50%,No,No,Bus,0,Always,Yes,No,No,No,CC
STUDENT719,19-22,Female,Private,100%,No,Yes,Private,2,Sometimes,Yes,Yes,No,Yes,DC
STUDENT720,19-22,Male,State,50%,No,No,Private,2,Never,No,Yes,No,Yes,BA
STUDENT721,19-22,Male,State,50%,No,No,Private,2,Never,No,Yes,No,Yes,BA
STUDENT722,19-22,Female,State,50%,Yes,No,Bus,0,Always,Yes,Yes,No,No,BA
STUDENT723,19-22,Male,State,50%,No,No,Private,2,Never,No,Yes,No,Yes,BA
STUDENT724,18,Female,State,50%,Yes,Yes,Bus,2,Sometimes,No,Yes,Yes,Yes,BA
STUDENT725,19-22,Female,Other,50%,Yes,No,Private,0,Sometimes,No,Yes,Yes,Yes,BA
STUDENT726,19-22,Male,State,75%,Yes,No,Bus,2,Always,Yes,No,Yes,No,DD
STUDENT727,23-27,Male,State,50%,Yes,No,Private,2,Always,No,Yes,No,Yes,AA
STUDENT728,18,Male,State,75%,No,No,Private,0,Sometimes,No,Yes,Yes,Yes,DC
STUDENT729,19-22,Male,State,50%,No,No,Private,2,Always,Yes,No,Yes,Yes,BA
STUDENT730,19-22,Male,State,50%,No,No,Bus,0,Always,No,Yes,No,No,BB
STUDENT731,19-22,Male,State,75%,No,No,Bus,2,Always,Yes,Yes,Yes,No,CC
STUDENT732,23-27,Male,State,50%,No,No,Bus,12,Always,Yes,Yes,Yes,No,BB
STUDENT733,19-22,Female,Private,100%,No,Yes,Private,2,Sometimes,Yes,Yes,No,Yes,DC
STUDENT734,19-22,Female,Private,50%,Yes,Yes,Bus,2,Sometimes,No,No,Yes,Yes,AA
STUDENT735,19-22,Female,State,50%,No,No,Private,2,Always,Yes,No,No,Yes,AA
STUDENT736,18,Male,State,100%,Yes,No,Bus,0,Never,No,No,Yes,No,AA
STUDENT737,19-22,Female,State,75%,No,No,Bus,0,Always,Yes,No,No,Yes,CC
STUDENT738,18,Female,Private,100%,No,Yes,Private,0,Always,No,No,Yes,Yes,BA
STUDENT739,18,Female,Private,50%,Yes,No,Bus,2,Always,No,Yes,No,No,AA
STUDENT740,18,Male,State,,Yes,No,Bus,0,Always,No,Yes,No,No,CB
STUDENT741,18,Male,State,75%,No,No,Private,0,Always,Yes,No,No,No,DD
STUDENT742,18,Male,Other,50%,No,Yes,Private,2,Always,No,Yes,Yes,No,CC
STUDENT743,18,Male,State,,Yes,No,Bus,0,Always,No,Yes,No,No,CB
STUDENT744,19-22,Male,State,50%,No,No,Bus,0,Always,Yes,No,No,No,DC
STUDENT745,19-22,Male,State,50%,No,No,Private,12,Never,No,Yes,No,Yes,BB
STUDENT746,18,Female,State,50%,Yes,Yes,Bus,0,Sometimes,No,No,Yes,No,Fail
STUDENT747,18,Female,State,50%,Yes,Yes,Private,0,Always,Yes,Yes,No,No,AA
STUDENT748,19-22,Male,State,100%,Yes,Yes,Bus,0,Always,No,Yes,Yes,No,CC
STUDENT749,19-22,Female,State,50%,No,No,Bus,0,Always,No,Yes,Yes,Yes,AA
STUDENT750,18,Male,Private,75%,No,No,Private,12,Always,Yes,Yes,No,No,AA
STUDENT751,19-22,Male,State,50%,No,No,Private,2,Always,Yes,No,Yes,Yes,BA
STUDENT752,18,Male,State,50%,No,No,Bus,12,Always,Yes,No,No,No,BA
STUDENT753,18,Male,State,75%,No,No,Private,0,Always,Yes,No,No,No,DD
STUDENT754,18,Female,Private,50%,Yes,No,Bus,2,Always,No,Yes,No,No,AA
STUDENT755,19-22,Female,State,75%,Yes,Yes,Private,0,Always,Yes,Yes,Yes,No,CB
STUDENT756,18,Female,State,100%,No,No,Bus,0,Always,Yes,Yes,Yes,Yes,BB
STUDENT757,23-27,Female,Private,50%,No,Yes,Private,0,Always,No,Yes,No,Yes,AA
STUDENT758,19-22,Female,Other,50%,Yes,No,Private,0,Sometimes,No,Yes,Yes,Yes,BA
STUDENT759,18,Male,State,,Yes,No,Bus,0,Always,No,Yes,No,No,CB
STUDENT760,18,Male,Other,50%,No,Yes,Private,2,Always,No,Yes,Yes,No,CC
STUDENT761,19-22,Female,State,75%,Yes,Yes,Private,0,Always,Yes,Yes,Yes,No,CB
STUDENT762,19-22,Female,State,50%,Yes,Yes,Private,0,Never,No,No,Yes,Yes,BA
STUDENT763,19-22,Male,State,50%,No,No,Bus,0,Always,No,Yes,No,No,BB
STUDENT764,18,Male,State,50%,No,No,Bus,0,Always,Yes,No,Yes,No,CB
STUDENT765,18,Female,Private,100%,No,Yes,Private,0,Always,No,Yes,No,No,BB
STUDENT766,19-22,Female,State,75%,No,No,Bus,0,Always,Yes,No,No,Yes,CC
STUDENT767,23-27,Female,Private,50%,No,Yes,Private,0,Always,No,Yes,No,Yes,AA
STUDENT768,19-22,Male,Other,50%,Yes,Yes,Private,12,Always,No,No,No,No,AA
STUDENT769,18,Female,State,75%,No,No,Private,12,Always,Yes,No,No,No,BA
STUDENT770,18,Male,Private,50%,No,No,Bus,2,Sometimes,No,No,Yes,No,BB
STUDENT771,19-22,Female,Other,50%,Yes,No,Private,0,Sometimes,No,Yes,Yes,Yes,BA
STUDENT772,18,Female,State,75%,Yes,No,Bus,2,Sometimes,No,No,Yes,Yes,Fail
STUDENT773,19-22,Male,State,50%,No,No,Bus,0,Always,Yes,Yes,No,No,CC
STUDENT774,19-22,Male,Other,50%,Yes,No,Private,0,Always,Yes,Yes,No,No,AA
STUDENT775,19-22,Male,State,50%,No,No,Private,0,Always,Yes,No,No,No,DC
STUDENT776,18,Female,State,75%,No,No,Private,0,Never,No,Yes,Yes,No,CC
STUDENT777,19-22,Male,State,75%,No,No,Bus,2,Always,Yes,Yes,Yes,No,CC
STUDENT778,19-22,Male,State,50%,Yes,Yes,Bus,2,Sometimes,No,No,Yes,Yes,AA
STUDENT779,19-22,Male,Other,75%,Yes,No,Bus,12,Always,Yes,Yes,Yes,Yes,BA
STUDENT780,18,Female,State,100%,Yes,Yes,Private,0,Always,No,Yes,Yes,No,BA
STUDENT781,18,Female,State,75%,Yes,Yes,Bus,12,Sometimes,No,No,Yes,Yes,Fail
STUDENT782,19-22,Male,State,50%,No,No,Private,0,Never,No,No,No,Yes,DD
STUDENT783,19-22,Male,Private,25%,No,Yes,Private,2,Always,Yes,Yes,No,No,CB
STUDENT784,19-22,Male,State,50%,No,No,Private,2,Never,No,No,No,Yes,AA
STUDENT785,18,Female,State,100%,No,No,Bus,0,Always,Yes,Yes,Yes,Yes,BB
STUDENT786,19-22,Female,State,50%,No,No,Bus,12,Never,No,Yes,No,No,Fail
STUDENT787,19-22,Male,Private,50%,No,No,Bus,12,Always,Yes,No,Yes,Yes,AA
STUDENT788,18,Female,Private,100%,No,Yes,Private,0,Always,Yes,No,No,Yes,BA
STUDENT789,18,Female,State,50%,Yes,Yes,Private,0,Always,Yes,Yes,Yes,No,BB
STUDENT790,18,Female,Private,75%,No,No,Private,0,Always,Yes,No,No,No,Fail
STUDENT791,18,Female,State,50%,Yes,Yes,Private,0,Always,Yes,Yes,Yes,No,BB
STUDENT792,19-22,Male,Other,50%,No,No,Private,12,Always,Yes,Yes,No,Yes,DD
STUDENT793,19-22,Male,Other,100%,No,No,Private,0,Always,Yes,No,No,Yes,BB
STUDENT794,19-22,Male,State,50%,No,No,Private,0,Never,No,No,Yes,Yes,BB
STUDENT795,18,Male,State,75%,No,No,Private,0,Sometimes,No,Yes,Yes,Yes,DC
STUDENT796,18,Male,State,50%,No,Yes,Bus,0,Always,No,Yes,Yes,Yes,DC
STUDENT797,18,Female,State,100%,No,Yes,Private,0,Always,Yes,No,No,No,AA
STUDENT798,19-22,Female,Other,50%,No,Yes,Bus,0,Always,No,No,No,Yes,CC
STUDENT799,18,Female,Private,75%,No,No,Private,0,Always,Yes,No,No,No,AA
STUDENT800,19-22,Male,State,50%,Yes,Yes,Bus,2,Sometimes,No,No,Yes,Yes,AA
STUDENT801,18,Male,State,,Yes,No,Bus,0,Always,No,Yes,No,No,CB
STUDENT802,19-22,Male,State,50%,No,No,Bus,0,Always,Yes,No,No,No,DC
STUDENT803,18,Male,State,50%,No,Yes,Bus,0,Always,No,No,Yes,No,AA
STUDENT804,19-22,Female,State,75%,Yes,No,Private,0,Always,Yes,No,Yes,No,CC
STUDENT805,18,Male,Other,50%,No,Yes,Private,2,Always,No,Yes,Yes,No,CC
STUDENT806,18,Male,Private,25%,No,No,Bus,2,Sometimes,No,No,No,Yes,DD
STUDENT807,19-22,Female,State,100%,No,No,Private,0,Always,Yes,Yes,Yes,No,AA
STUDENT808,19-22,Female,State,75%,No,Yes,Private,0,Always,No,No,Yes,Yes,BA
STUDENT809,18,Female,State,50%,Yes,Yes,Bus,0,Sometimes,No,No,Yes,No,Fail
STUDENT810,18,Male,State,75%,No,Yes,Private,0,Always,No,Yes,No,No,DD
STUDENT811,18,Male,Private,50%,No,No,Bus,2,Always,Yes,No,Yes,No,BA
STUDENT812,19-22,Male,Other,50%,Yes,No,Private,0,Always,Yes,Yes,No,No,AA
STUDENT813,19-22,Female,State,50%,No,No,Bus,0,Always,No,Yes,Yes,Yes,AA
STUDENT814,19-22,Male,State,75%,No,No,Bus,2,Always,Yes,Yes,Yes,No,CC
STUDENT815,19-22,Male,State,50%,No,Yes,Bus,0,Always,Yes,Yes,No,No,CC
STUDENT816,19-22,Male,State,75%,No,No,Bus,2,Always,Yes,Yes,Yes,No,CC
STUDENT817,18,Male,State,50%,No,No,Private,0,Always,Yes,No,No,No,DD
STUDENT818,18,Female,Other,75%,No,No,Private,0,Always,No,Yes,Yes,No,DC
STUDENT819,18,Female,Private,50%,No,No,Private,12,Sometimes,No,No,No,Yes,BA
STUDENT820,18,Female,State,50%,No,No,Private,0,Sometimes,No,Yes,No,Yes,BB
STUDENT821,19-22,Female,State,100%,No,No,Private,0,Always,Yes,No,No,Yes,AA
STUDENT822,19-22,Male,State,50%,No,Yes,Bus,0,Always,Yes,Yes,No,No,CC
STUDENT823,19-22,Male,Other,75%,No,No,Private,0,Never,No,No,Yes,Yes,CC
STUDENT824,18,Male,Private,50%,No,No,Bus,2,Always,Yes,No,Yes,No,BA
STUDENT825,19-22,Male,Private,50%,No,No,Bus,12,Always,Yes,No,Yes,Yes,AA
STUDENT826,19-22,Male,State,75%,Yes,No,Bus,2,Always,Yes,No,Yes,No,DD
STUDENT827,18,Male,State,100%,No,Yes,Private,0,Always,Yes,No,Yes,Yes,BA
STUDENT828,18,Male,Private,25%,No,No,Bus,2,Sometimes,No,No,No,Yes,DD
STUDENT829,18,Male,Other,50%,No,Yes,Private,2,Always,No,Yes,Yes,No,CC
STUDENT830,18,Female,Private,100%,No,Yes,Private,0,Sometimes,No,Yes,Yes,Yes,CB
STUDENT831,18,Male,State,75%,No,Yes,Bus,0,Always,Yes,Yes,No,Yes,DC
STUDENT832,23-27,Male,State,50%,Yes,No,Private,2,Always,No,Yes,No,Yes,AA
STUDENT833,18,Male,State,75%,No,Yes,Bus,0,Always,Yes,Yes,No,Yes,DC
STUDENT834,19-22,Female,State,50%,No,No,Bus,0,Always,No,Yes,Yes,Yes,AA
STUDENT835,18,Female,Other,75%,No,No,Private,0,Always,No,Yes,Yes,No,DC
STUDENT836,19-22,Male,State,100%,No,No,Private,0,Always,Yes,No,Yes,Yes,BA
STUDENT837,18,Male,Private,75%,No,No,Bus,12,Always,No,Yes,Yes,No,DD
STUDENT838,19-22,Female,State,100%,No,No,Private,0,Always,Yes,No,No,Yes,AA
STUDENT839,23-27,Male,State,50%,Yes,No,Private,0,Always,No,Yes,No,No,BB
STUDENT840,18,Female,State,75%,Yes,Yes,Bus,0,Always,No,No,Yes,Yes,BB
STUDENT841,18,Male,State,75%,No,Yes,Bus,0,Sometimes,No,No,No,No,DD
STUDENT842,19-22,Male,State,50%,Yes,No,Bus,0,Always,Yes,Yes,Yes,No,BB
STUDENT843,19-22,Male,State,50%,No,No,Private,0,Never,No,No,Yes,Yes,BB
STUDENT844,18,Female,Private,75%,No,No,Private,0,Always,Yes,No,No,No,AA
STUDENT845,18,Female,Private,100%,No,No,Private,12,Always,Yes,No,Yes,No,BB
STUDENT846,19-22,Female,State,50%,Yes,No,Private,2,Always,Yes,Yes,Yes,No,AA
STUDENT847,18,Male,Private,75%,No,No,Bus,12,Always,No,Yes,Yes,No,DD
STUDENT848,18,Male,Private,75%,No,No,Bus,12,Always,No,Yes,Yes,No,DD
STUDENT849,19-22,Male,State,100%,No,No,Private,0,Always,Yes,No,Yes,Yes,BA
STUDENT850,18,Female,State,100%,No,No,Bus,0,Always,Yes,Yes,Yes,Yes,BB
STUDENT851,19-22,Male,State,50%,No,No,Bus,0,Always,Yes,No,No,No,CC
STUDENT852,18,Female,State,75%,No,Yes,Private,0,Sometimes,No,Yes,Yes,Yes,AA
STUDENT853,23-27,Male,State,50%,Yes,No,Private,2,Always,No,Yes,No,Yes,AA
STUDENT854,23-27,Male,State,75%,Yes,Yes,Private,12,Never,No,No,Yes,Yes,BA
STUDENT855,19-22,Male,State,50%,No,No,Private,2,Never,No,Yes,No,Yes,BA
STUDENT856,19-22,Female,State,50%,No,No,Private,2,Always,Yes,No,No,Yes,AA
STUDENT857,19-22,Male,State,50%,Yes,Yes,Bus,2,Sometimes,No,No,Yes,Yes,AA
STUDENT858,18,Male,State,75%,No,Yes,Bus,0,Sometimes,No,No,No,No,DD
STUDENT859,19-22,Female,State,50%,No,No,Private,2,Always,Yes,No,No,Yes,AA
STUDENT860,18,Male,State,100%,No,No,Private,2,Always,Yes,Yes,Yes,No,CB
STUDENT861,18,Male,State,50%,No,No,Bus,12,Always,Yes,No,No,No,BA
STUDENT862,19-22,Female,State,50%,No,No,Bus,12,Never,No,Yes,No,No,Fail
STUDENT863,19-22,Male,Private,50%,No,No,Bus,12,Always,Yes,No,Yes,Yes,AA
STUDENT864,18,Male,State,100%,No,Yes,Private,0,Always,Yes,No,Yes,Yes,BA
STUDENT865,19-22,Male,State,75%,No,No,Private,0,Always,No,Yes,Yes,No,DC
STUDENT866,18,Male,State,75%,No,Yes,Bus,0,Sometimes,No,No,No,No,DD
